Site Category Name,Sub Category Name,Category ID,Category Name,Questions,Audit Question Default value,Findings (Assertive Statement),Risk,Actions/Recommendation,Action Category,UA-UC,Risk Severity,Risk Probability,Color Code,Cost Type,Combined Risk Rating,Note
Distribution Ac-FTL,FTL,R.3,Review of Pedestrian Safety,"Are aisles, passageways and stairwells properly illuminated ?",,Aisles passageways and stairwells are not properly illuminated,"Slip, trip, fall risk. Which will result in personal injury","Aisles, passageways and stairwells should be  properly illuminated",Illumination,UA-UC,High,High,Red,Capex,144,
Distribution Ac-FTL,FTL,R.4,Review of Pedestrian Safety,Is each employee on walking/working surfaces protected from tripping in or stepping into ?,,Each employees walking/working surfaces are not protected from tripping in on stepping into,Fall risk.,All employee on walking/working surfaces should be protected from tripping in or stepping into,Safety,UA-UC,Medium,Low,Yellow,Opex,12,
Distribution Ac-FTL,FTL,R.5,Review of Pedestrian Safety,"Are hallways, stairwells and lobbies kept free of trash and debris and not used for storage ?",,"Hallways, stairwells and lobbies are not kept free of trash and debris and are used for storage",Fall risk.,"All hallways, stairwells and lobbies should be kept free of trash and debris and should not be used for storage",Safety,UA-UC,Medium,Low,Red,Operatiol Action,18,
Distribution Ac-FTL,FTL,R.6,Review of Pedestrian Safety,Are work surfaces kept clean and dry or are appropriate means taken to assure the surfaces are slip-resistant ?,,Work surfaces are not kept clean and dry and is not ensured that the surfaces are slip-resistant,Fall risk.,Work surfaces should be kept clean and dry or are appropriate means should be taken to assure the surfaces are slip-resistant,Safety,UA-UC,Medium,Low,Red,Operatiol Action,18,
Distribution Ac-FTL,FTL,R.7,Review of Pedestrian Safety,"Are work positions, Drains,  machinery, pits or holes, and hazardous operations adequately guarded ?",,"Work positions, machinery, pits or holes, and hazardous operations are not adequately guarded","Personal injury due to various hazards as like improper work positions, moving machineries, fall from pits and holes and other critical injuries due to hazardous operations","Work positions, machinery, pits or holes, and hazardous operations should be adequately guarded",Guard,UA-UC,High,Low,Red,Capex,72,
Distribution Ac-FTL,FTL,R.8,Review of Pedestrian Safety,Is zebra marked for all the crossings inside and outside the warehouse ?,,Zebra is not marked for all the crossings inside and outside the warehouse,Accident due to machine movement,Zebra should be marked for all the crossings inside and outside the warehouse,Zebra Crossing,UA-UC,Medium,Medium,Yellow,Opex,18,
Distribution Ac-FTL,FTL,R.9,Review of Pedestrian Safety,"Is the caution signages ( Watch your step , do not use phone, Mind your head etc.) displayed on the Staircase?",,"Caution signages ( Watch your step , do not use phone, Mind your head etc.) are not  displayed on the Staircase","Slip, trip, fall risk. Which will result in personal injury","Caution signages ( Watch your step , do not use phone, Mind your head etc.) should be displayed on the Staircase",Signages,UA-UC,Medium,Medium,Yellow,Opex,18,
Distribution Ac-FTL,FTL,R.10,Review of MHE Operation and Maintenance,"Do MHE drivers maintain a safe distance from other employees (when inserting / removing pallets, the radius of the mast height including the load) ?",,"MHE  drivers do not maintain a safe distance from other employees (when inserting / removing pallets, the radius of the mast height including the load)",Risk of Accident,"Forklifts (retrac) drivers should maintain a safe distance from other employees (when inserting / removing pallets, the radius of the mast height including the load)",Forklift,UA-UC,High,High,Red,Operatiol Action,48,
Distribution Ac-FTL,FTL,S,Review of visitor management,Review of visitor management,,,,,,,,,,,0,
Distribution Ac-FTL,FTL,S.1,Review of visitor management,Are necessary PPE's like high visibility jacket being provided to all external partners/visitors while entering in the premises ?,,All necessary PPE's like high visibility jacket not being provided to all external partners/visitors while entering in the premises,There are chances that a person may not get visible by the MHE operators and may further result into major accident,Necessary PPE's like high visibility jacket should be provided to all external partners/visitors while entering in the premises,PPE,UA-UC,High,Low,Red,Operatiol Action,24,
Distribution Ac-FTL,FTL,S.2,Review of visitor management,Is there no/nil observation of unsafe behaviour among visitors?,,Observation related to the unsafe behaviour is observed among the visitors,Unsafe behaviour of visitor may result in Major/minor incident,There should not be any observation of unsafe behaviour among visitors,Visitor Safety Induction,UA-UC,Medium,Low,Yellow,Operatiol Action,6,
Distribution Ac-FTL,FTL,S.3,Review of visitor management,Are visitors been given safety briefing at the time of visiting the facility ?,,Visitors not been given briefing at the time of visiting the facility,Visitor may not be able to know the safety and security policy of the company,Visitors should be given safety briefing at the time of visiting the facility,Safety Briefing,UA-UC,Medium,Low,Yellow,Operatiol Action,6,
Distribution Ac-FTL,FTL,S.4,Review of visitor management,Do people visiting the storage / copacking / comanufacturing area move around the warehouse in the presence of an FM employee?,,People visiting the storage / copacking / comanufacturing area not moving around the warehouse in the presence of an FM employee,Any visitor without the FM staff may move at any unauthorize area also thus resulting in some major/minor incident,People visiting the storage / copacking / comanufacturing area should move around the warehouse in the presence of an FM employee,Visitor Safety Induction,UA-UC,High,High,Red,Operatiol Action,48,
Distribution Ac-FTL,FTL,T,Review of Copacking Safety,Review of Copacking Safety,,,,,,,,,,,0,
Distribution Ac-FTL,FTL,T.1,Review of Copacking Safety,"Are all conveyor / production line collaborators working with no loose clothes, no accessories (jewels) and do they tie back their hair ?",,"All conveyor / production line collaborators working with loose clothes, accessories (jewels) and they do not tie back their hair",Manor/minor incident because of the moving parts,"All conveyor / production line collaborators should not work with loose clothes, accessories (jewels) and they should tie back their hair",Safety,UA-UC,High,High,Red,Operatiol Action,48,
Distribution Ac-FTL,FTL,T.2,Review of Copacking Safety,Are the conveyor / collaborators operating the production lines and using any mechanical equipment properly trained (check for training records) ?,,The conveyor / collaborators operating the production lines and using any mechanical equipment are not properly trained,Personal injury,The conveyor / collaborators operating the production lines and using any mechanical equipment should be properly trained,Training,UA-UC,Medium,Low,Yellow,Operatiol Action,6,
Distribution Ac-FTL,FTL,T.3,Review of Copacking Safety,Are warning signages respected (Check for the accident records due to non-respect) ?,,Warning signage are not respected,Personal Accident,All warning signage should be respected,Display Board,UA-UC,Medium,Low,Yellow,Opex,12,
Distribution Ac-FTL,FTL,T.4,Review of Copacking Safety,"Are only hand pallet trucks or electric pallet stackers used in the conveyor / production areas (no forklifts, no reach trucks) ?",,Forklifts and reach trucks are used in conveyor/production areas,Major/minor incident can happen as there are personal working in the area,"Only hand pallet trucks or electric pallet stackers should be used in the conveyor / production areas (no forklifts, no reach trucks)",Safety,UA-UC,Medium,Low,Yellow,Operatiol Action,6,
Distribution Ac-FTL,FTL,T.5,Review of Copacking Safety,Are copacking collaborators performing routine equipment maintenance adequately trained (records) ?,,Copacking collaborators performing routine equipment maintenance are not adequately trained,Improperly maintained equipment may result into major accident like fall or material/disbalanced load/etc.,Copacking collaborators performing routine equipment maintenance should be adequately trained,Training,UA-UC,Low,Low,Yellow,Operatiol Action,4,
Distribution Ac-FTL,FTL,T.6,Review of Copacking Safety,Is maintenance and repair of line equipment carried out by qualified internal or external vendor (records) ?,,Maintenance and repair of line equipment is not carried out by qualified internal or external staff,Unqualified person may not be able to deliver or conduct a quality maintenance of the equipment resulting into major breakdown or degrading the quality of the MHE,The maintenance and repair of line equipment should be carried out by qualified internal or external staff,Maintenance,UA-UC,High,Medium,Yellow,Opex,24,
Distribution Ac-FTL,FTL,T.7,Review of Copacking Safety,Are all copacking devices equipped with an emergency stop switch in an accessible location ? Are copacking collaborators trained to make use of it in case of abnormal situations ?,,All copacking devices are not equipped with an emergency stop switch in an accessible location. Copacking collaborators are not trained to make use of it in case of abnormal situations,Major accident in case of any abnormality,All copacking devices equipped with an emergency stop switch should be in an accessible location.  Copacking collaborators should be trained to make use of it in case of abnormal situations,Training,UA-UC,High,Medium,Red,Operatiol Action,36,
Distribution Ac-FTL,FTL,T.8,Review of Copacking Safety,"Are all devices equipped with functional safety elements, e.g. machine covers? No presence of deactivated safety equipment during production ?",,"All devices are not equipped with functional safety elements, e.g. machine covers.
Deactivated safety equipment are observed during production",Critical hazard resulting into a major injury to the personal working around the devices/machines and,"All devices should be equipped with functional safety elements, e.g. machine covers. There should not be any presence of deactivated safety equipment during production",Covers,UA-UC,High,High,Red,Capex,144,
Distribution Ac-FTL,FTL,U,Miscellaneous,Miscellaneous,,,,,,,,,,,0,
Distribution Ac-FTL,FTL,U.1,Miscellaneous,Are there no/nil existing reports related to collaborators working or driving under the influence of drugs or alcohol ?,,Reports related to the collaborators working/driving  under the influence of the drugs or alcohol are available,Major injury to the personal or major accident resulting into damage of the assets,Any collaborator under the influence of the drugs or alcohol should not be allowed to work in the warehouse,Safety,UA-UC,High,Low,Red,Operatiol Action,24,
Distribution Ac-FTL,FTL,U.2,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,U.3,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,U.4,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,U.5,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,U.6,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,U.7,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,U.8,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,U.9,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,U.10,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,U.11,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,U.12,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,U.13,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,U.14,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,U.15,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,U.16,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,U.17,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,U.18,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,U.19,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,U.20,Miscellaneous,,,,,,,,,,,,,
Distribution Ac-FTL,FTL,V,IMS Documents review,IMS Documents review,,,,,,,,,,,,
Distribution Ac-FTL,FTL,V.1,IMS Documents review,HIRA,,,,,,,,,,,,
Distribution Ac-FTL,FTL,V.2,IMS Documents review,Aspect / Impact,,,,,,,,,,,,
Distribution Ac-FTL,FTL,V.3,IMS Documents review,Legal register,,,,,,,,,,,,
Distribution Ac-FTL,FTL,V.4,IMS Documents review,BCP,,,,,,,,,,,,
4PL - Headcount,4PL,A.1,Review of Legal Compliance,Is Factory license available ? If applicable,,Factory License is not available,Legal issue may occur,Factory License should be made available,Certificates,Others,Very High,Very High,Black,Capex,225,
4PL - Headcount,4PL,A.2,Review of Legal Compliance,Is Fire NOC Available ? Check the validity,,Fire NOC is not available,Legal issue may occur,Fire NOC should be obtained from the fire department,Certificates,Others,Very High,Very High,Black,Capex,225,
4PL - Headcount,4PL,A.3,Review of Legal Compliance,Is FORM B Or Equivanlent Documnent  for Fire Fighting system available?,,FORM B or Equivalnet document is not available,Legal issue may occur,Form B should be made available from the Fire license holder agency.,Certificates,Others,Very High,Very High,Black,Opex,150,Form B may require Cost hence Opex point
4PL - Headcount,4PL,A.4,Review of Legal Compliance,Is Gram panchayat NOC available ? Check for the validity,,Gram Panchayat NOC not available,Legal issue may occur,NOC should be obtained from the Gram Panchayat,Certificates,Others,High,High,Black,Capex,96,
4PL - Headcount,4PL,A.5,Review of Legal Compliance,Is CTO license available ? Check the validity,,CTO license is not available,Legal issue may occur,CTO should be obtained from the Pollution control board,CTO,Others,High,High,Black,Capex,96,Consent to Operate by Pollution Dept.
4PL - Headcount,4PL,A.6,Review of Legal Compliance,Is Form 4 (Haz. Waste Annual return) submitted to PCB ? Check for the records,,Haz. Waste return not submitted,Legal issue may occur,Hazardous waste return should be submitted to the state pollution control board,Legal,Others,High,High,Black,Opex,96,
4PL - Headcount,4PL,A.7,Review of Legal Compliance,Is Environment Statement i.e. Form 5 Submitted to PCB (for FM dedicated facility) ? Check for the records,,Environment Statement i.e. Form 5 not submitted to PCB (for FM dedicated facility),Legal issue may occur,Environment Statement i.e. Form 5 should be submitted to PCB (for FM dedicated facility),Legal,Others,High,High,Black,Opex,96,PCB - Pollution Control Board
4PL - Headcount,4PL,A.8,Review of Legal Compliance,Is Building Insurance policy available ? Check for the validity,,Building Insurance policy not available,Capital loss in case there is some major damage in the building due to fire or any other natural calamities,Building insurance policy should be obtained from the landlord,Insurance,Others,High,High,Black,Capex,144,
4PL - Headcount,4PL,A.9,Review of Legal Compliance,Is DG NOC available from Chief Electrical Inspector ?,,DG NOC is not available from Chief Electrical Inspector,Legal issue may occur,DG NOC should be obtained from Chief Electrical Inspector,Certificates,Others,High,High,Black,Capex,96,
4PL - Headcount,4PL,A.10,Review of Legal Compliance,Is Earthing resistance test certificate available ? Check for the validity,,Earthing resistance test certificate not available,Auditor will not be able to validate the test conducted,Earthing resistance test should be done and certificate of the same should be obtained,Certificates,Others,High,High,Red,Opex,64,
4PL - Headcount,4PL,A.11,Review of Legal Compliance,Is Load test certificate (e.g. F-11 etc.) for all VNAs available ? Check for the validity,,Load test certificate (e.g. F-11 etc.) for all VNAs is not available,"1. Life Risk
2. Legal Compliance issue",Load test certificate (e.g. F-11 etc.) of VNAs should be obtained from the 3rd Party competent authority/person,Certificates,Others,High,Low,Black,Opex,48,
4PL - Headcount,4PL,A.12,Review of Legal Compliance,Is Load test certificate (e.g. F-11 etc.) for all Order Pickers available ? Check for the validity,,Load test certificate (e.g. F-11 etc.) for all Order Pickers is not available,"1. Life Risk
2. Legal Compliance issue",Load test certificate (e.g. F-11 etc.) of Order Pickers should be obtained from the 3rd Party competent authority/person,Certificates,Others,High,Low,Black,Opex,48,
4PL - Headcount,4PL,A.13,Review of Legal Compliance,Is Load test certificate (e.g. F-11 etc.) for all stackers available ? Check for the validity,,Load test certificate (e.g. F-11 etc.) for all Stackers is not available,"1. Life Risk
2. Legal Compliance issue",Load test certificate (e.g. F-11 etc.) of Stackers should be obtained from the 3rd Party competent authority/person,Certificates,Others,High,Low,Black,Opex,48,
4PL - Headcount,4PL,A.14,Review of Legal Compliance,Is Load test certificate (e.g. F-11 etc.) for all scissor lifts/Boom Lift available ? Check for the validity,,Load test certificate (e.g. F-11 etc.) for all Scissor Lift/Boom lift is not available,"1. Life Risk
2. Legal Compliance issue",Load test certificate (e.g. F-11 etc.) of Scissor Lifts/Boom lift should be obtained from the 3rd Party competent authority/person,Certificates,Others,High,Low,Black,Opex,48,
4PL - Headcount,4PL,A.15,Review of Legal Compliance,Is Load test certificate (e.g. F-11 etc.) for all D/BOW shackles available? Check for the validity,,Load test certificate (e.g. F-11 etc.) for all D/BOW Shackles is not available,"1. Life Risk
2. Legal Compliance issue",Load test certificate (e.g. F-11 etc.) of D/BOW Shackles should be obtained from the 3rd Party competent authority/person,Certificates,Others,High,Low,Black,Opex,48,
4PL - Headcount,4PL,A.16,Review of Legal Compliance,Is Load test certificate (e.g. F-11 etc.) for all wire rope slings/Web Belt available ? Check for the validity,,Load test certificate (e.g. F-11 etc.) for all Wire rope sling / Web belt is not available,"1. Life Risk
2. Legal Compliance issue",Load test certificate (e.g. F-11 etc.) of wire rope slings/Web Belt should be obtained from the 3rd Party competent authority/person,Certificates,Others,High,Low,Black,Opex,48,
4PL - Headcount,4PL,A.17,Review of Legal Compliance,Is Load test certificate (e.g. F-11 etc.) for all Reach Trucks available ? Check for the validity,,Load test certificate (e.g. F-11 etc.) for all Reach Truck is not available,"1. Life Risk
2. Legal Compliance issue",Load test certificate (e.g. F-11 etc.) of Reach Trucks should be obtained from the 3rd Party competent authority/person,Certificates,Others,High,Low,Black,Opex,48,Load test certificate (e.g. F-11 etc.) - Inspection form
4PL - Headcount,4PL,A.18,Review of Legal Compliance,Is Load test certificate (e.g. F-11 etc.) for all Fork lifts available ? Check for the validity,,Load test certificate (e.g. F-11 etc.) of Forklift is not available,"1. Life Risk
2. Legal Compliance issue",Load test certificate (e.g. F-11 etc.) of Forklift should be obtained from the 3rd Party competent authority/person,Certificates,Others,High,Low,Black,Opex,48,
4PL - Headcount,4PL,A.19,Review of Legal Compliance,Is Load test certificate (e.g. F-11 etc.) for all BOPT available ? Check for the validity,,Load test certificate (e.g. F-11 etc.) of BOPT is not available,"1. Life Risk
2. Legal Compliance issue",Load test certificate (e.g. F-11 etc.) of BOPT should be obtained from the 3rd Party competent authority/person,Certificates,Others,High,Low,Black,Opex,48,
4PL - Headcount,4PL,A.20,Review of Legal Compliance,Is Load test certificate (e.g. F-11 etc.) for HOPT available ? Check for the availability,,Load test certificate (e.g. F-11 etc.) of HOPT is not available,"1. Life Risk
2. Legal Compliance issue",Load test certificate (e.g. F-11 etc.) of HOPT should be obtained from the 3rd Party competent authority/person,Certificates,Others,High,Low,Black,Opex,48,
4PL - Headcount,4PL,A.21,Review of Legal Compliance,Is Load test certificate (e.g. F-11 etc.) for all Dock levellers available ? Check for the validity,,Load test certificate (e.g. F-11 etc.) of Dock levellers is not available,"1. Life Risk
2. Legal Compliance issue",Load test certificate (e.g. F-11 etc.) of Dock leveller should be obtained from the 3rd Party competent authority/person,Certificates,Others,High,Low,Black,Opex,48,
4PL - Headcount,4PL,A.22,Review of Legal Compliance,Is Load test certificate (e.g. F-11 etc.) for EOT crane available ? Check for the availability,,Load test certificate (e.g. F-11 etc.) for EOT crane in not available,"1. Life Risk
2. Legal Compliance issue",Load test certificate (e.g. F-11 etc.) of EOT Crane should be obtained from the 3rd Party competent authority/person,Certificates,Others,High,Low,Black,Opex,48,
4PL - Headcount,4PL,A.23,Review of Legal Compliance,"Is Forklift driver RTO license available ? If yes, check for the validity",,Forklift driver RTO license is not available,Legal issue may occur,Forklift driver RTO license must be available for all the forklift drivers,License,Others,Very High,High,Black,Opex,120,
4PL - Headcount,4PL,A.24,Review of Legal Compliance,Is drinking water tested six monthly as per IS 10500 standard and certificate is available ?,,Drinking water not tested on 6 monthly basis as per IS 10500 standard and no certificate available,Health issue to employees drinking that water,Drinking water test certificate should be obtained from the NABL accredited Laboratory on six monthly basis as per IS 10500 standard,Certificates,Others,High,Medium,Red,Opex,48,
4PL - Headcount,4PL,A.25,Review of Legal Compliance,Is annual Ambient air test monitoring report available ?,,Ambient air test monitoring report is not available,Legal issue may occur,Annual Ambient air test monitoring report should be obtained from the NABL accredited Laboratory,Certificates,Others,High,Low,Red,Opex,32,
4PL - Headcount,4PL,A.26,Review of Legal Compliance,Is DG stack emission test conducted on a yearly basis and test report is available?,,DG stack emission test not conducted on a yearly basis and no test report available,Legal issue may occur,DG stack emission test should be conducted on a yearly basis and test report should be available for same,Certificates,Others,High,Low,Black,Opex,48,
4PL - Headcount,4PL,A.27,Review of Legal Compliance,Is DG stack as per the state legal requirement ? Check for the height ?,,DG stack is not as per the state legal requirement,Legal issue may occur,DG stack should be installed as per the CPCB/SPCB,DG Stack,UA-UC,High,Low,Black,Capex,72,
4PL - Headcount,4PL,A.28,Review of Legal Compliance,Is Light lux level for warehouse checked on a Six Month basis ? Check for the records,,Light lux level for warehouse not checked on a six month basis & no records for same available,Major/minor incident due to low lux level,Light lux level for warehouse should be checked on a six month  basis & records for same should be available,Illumination,Others,High,High,Red,Opex,64,Can be done through mobile
4PL - Headcount,4PL,A.29,Review of Legal Compliance,"Is noise level checked on a yearly basis for the High noise equipment in day and night time as like for DG Sets, etc.?",,"Noise level not checked on a yearly basis for the High noise equipment in day and night time as like for DG Sets, etc.",Hearing loss to the personal,"Noise level should be checked on a yearly basis for the High noise equipment in day and night time as like for DG Sets, etc.",Environment,Others,Low,Low,Red,Opex,16,
4PL - Headcount,4PL,A.30,Review of Legal Compliance,Is Building Structural Stability certificate available ? Check for the validity,,Building Structural Stability certificate not available,"Life Risk of the employees working in the warehouse, also legal issues can occur",Structure stability certificate should be obtained from the 3rd party govt. authorized civil engineer,Certificates,Others,High,Low,Black,Capex,72,
4PL - Headcount,4PL,A.31,Review of Legal Compliance,Is stability certificate for the fabricated structure available ?  if any,,Stability certificate of fabricated structure is not available,Life Risk of the employees working in the warehouse,Stability certificate of fabricated structure should be obtained from 3rd Party competent authority,Certificates,Others,Very High,High,Black,Opex,120,
4PL - Headcount,4PL,A.32,Review of Legal Compliance,Is stability certificate for the Mezzanine floor available ? If applicable,,Stability certificate of Mezzanine is not available,Life Risk of the employees working in the warehouse,Stability certificate of Mezzanine should be obtained from 3rd party competent authority,Certificates,Others,Very High,High,Black,Opex,120,
4PL - Headcount,4PL,A.33,Review of Legal Compliance,Is Heavy Duty rack stability certificate available ? Check for the validity,,Heavy Duty rack stability certificate is not available,Life Risk of the employees working in the warehouse,Heavy duty rack stability certificate should be obtained from the competent authority,Certificates,Others,Very High,High,Black,Opex,120,
4PL - Headcount,4PL,A.34,Review of Legal Compliance,Is stability certificate of the MTS available ? If applicable,,Stability certificate of the MTS is not available,Life Risk of the employees working in the warehouse,Stability certificate of MTS should be obtained from 3rd party competent authority,Certificates,Others,Very High,Medium,Black,Opex,90,
4PL - Headcount,4PL,A.35,Review of Legal Compliance,Is stability certificate available for DG stack fabricated structure?,,Stability certificate of the DG Stack Structure is not available,Life Risk of the employees working in the warehouse,Stability certificate of Stack DG  should be obtained from 3rd party competent authority,Certificates,Others,Very High,Medium,Red,Opex,60,
4PL - Headcount,4PL,A.36,Review of Legal Compliance,Biomedical waste disposal authorisation and records  available?,,Biomedical waste disposal records are not available,Legal issue may occur,Biomedical waste should be disposed off as per the Bio-medical waste management rule 2016 and records of the same should be maintained,Records,Others,High,Medium,Red,Opex,48,
4PL - Headcount,4PL,A.37,Review of Legal Compliance,"Is Hazardous material stored? If Yes, whether applicable rule followed ? Is Hazardous waste authorization available ? Check for the validity. Is Hazardous waste disposable manifest maintained ?",,Hazardous waste authorization is not available and  its disposal manifest is not maintained,Legal issue may occur,Hazardous waste authorization should be obtained and Disposal manifest should be maintained,Legal,Others,High,High,Black,Opex,96,
4PL - Headcount,4PL,B,Review of Fire Safety System,Review of Fire Safety System,,,,,,,,,,,0,
4PL - Headcount,4PL,B.1,Review of Fire Safety System,Is Fire Hydrant System installed in the facility ?,,Fire Hydrant system is not installed in the warehouse,"1. Legal Issue may occur
2. In case of major fire, the warehouse staff/Fire department team may find difficulty in extinguishing the fire",Fire Hydrant system should be installed in the warehouse as per NBC norms,Fire Hydrant,UA-UC,High,High,Red,Capex,144,
4PL - Headcount,4PL,B.2,Review of Fire Safety System,Is pressure in the hydrant system maintained in between 6 Kg/cm² to 8 Kg/cm²?,,Pressure in the fire hydrant system not maintained b/w  6 Kg/cm² to 8 Kg/cm²,"If there is low pressure in the fire hydrant line, it may be difficult to target the fire at longer distance",Water pressure in the fire hydrant line should remain in between 6 Kg/cm² to 8 Kg/cm²,Fire Hydrant,UA-UC,High,Low,Yellow,Opex,16,Pressure may differ from site to site
4PL - Headcount,4PL,B.3,Review of Fire Safety System,"Whether all relevant pumps ( Main Pump, Jockey Pump, and Diesel Pump) installed  as per the fire noc conditions and are in working condition ?",,"All relevant pumps  (e.g. Electric pump, jockey pump and diesel pump) are not installed","1. We will not be able to maintain a pressure of 6 Kg/cm² to 8 Kg/cm² in the hydrant line
2. In case of emergency, sufficient amount of water will not be discharged from the hydrant line","All relevant pumps should be installed (e.g. Electric pump, jockey pump and diesel pump)",Fire Pumps,UA-UC,High,Low,Red,Capex,72,"Diesel Pump, Electric pump & Jockey Pump"
4PL - Headcount,4PL,B.4,Review of Fire Safety System,Is fire pump system is on auto mode ?,,Fire Pump system in not on auto mode,In case of an emergency the pump will not start automatically,Fire Hydrant system should remain on auto mode all the time,Fire Hydrant,UA-UC,High,Low,Red,Capex,72,
4PL - Headcount,4PL,B.5,Review of Fire Safety System,"Are all records of tests related to fire detection, alarm system, equipment, fire doors, fire drills, fire maintenance, trainings ... available ?",,"Records related to the testing of fire detection, alarm system, equipment, fire doors, fire drills, fire maintenance, trainings is not available",Legal Issue may occur,"All records related to the testing of fire detection, alarm system, equipment, fire doors, fire drills, fire maintenance, trainings should be made available",Test,UA-UC,Low,Low,Yellow,Opex,8,Form B may require Cost hence Opex point
4PL - Headcount,4PL,B.6,Review of Fire Safety System,"Is AMC available for overall FFS, FAS (Fire Hydrant System, Alarm system and other detection system) ?",,"AMC not available for overall Fire Hydrant System, Alarm system and other detection system","If some equipment is found non-operational at the time of emergency, the minor fire risk may get converted into a major fire risk","AMC should be made available for overall Fire Hydrant System, Alarm system and other detection system",Maintenance,UA-UC,Medium,Medium,Yellow,Opex,18,AMC-Annual Maintenance Service.
4PL - Headcount,4PL,B.7,Review of Fire Safety System,Are Fire Hose Cabinets installed and nozzle available with Hose reel?,,"Fire Hose Cabinets, Hose Reels and nozzle are not installed in the facility",Minor fire incident may get converted into major fire risk,"Fire Hose Cabinets, Hose Reels and nozzle  should be installed in the facility",Fire Equipments,UA-UC,Medium,Low,Yellow,Capex,18,
4PL - Headcount,4PL,B.8,Review of Fire Safety System,Is Sprinkler System installed in the facility?,,Sprinklers not installed in the facility,"In case of major fire in the warehouse, the sprinkler may help us in extinguishing the fire automatically without the involvement of personal",Sprinklers should be installed in the facility,Sprinklers,UA-UC,Medium,Medium,Yellow,Capex,27,
4PL - Headcount,4PL,B.9,Review of Fire Safety System,"Requirement of ESFR, In-rack sprinkler?",,Sprinklers not installed in the facility,"In case of major fire in the warehouse, the sprinkler may help us in extinguishing the fire automatically without the involvement of personal",Sprinklers should be installed in the facility,Sprinklers,UA-UC,Medium,Medium,Yellow,Capex,27,
4PL - Headcount,4PL,B.10,Review of Fire Safety System,"Is fire pump room well ventilated, illuminated  and emergency lights are available ?",,"Fire pump room is not well ventilated, illuminated and emergency lights are not available.",The smoke coming out of the engine pump may get accumulate in the pump room and health issues to the operating personal may occur. Not able to operate pump if illumination  or emergency lights are not available during night time.,"Fire pump room should be well ventilated, illuminated and emergency lights should be available.",Fire Pumps,UA-UC,Medium,Low,Yellow,Capex,18,
4PL - Headcount,4PL,B.11,Review of Fire Safety System,Is Sufficient Diesel available( At least 70 % of the tank)  in Diesel tank.,,Sufficient Diesel ( At least 70 % of the tank)  in Diesel tank is not available,In case power failure Diesel Pump can not run for long hours without diesel.,Sufficient Diesel ( At least 70 % of the tank)  in Diesel tank should be available,Fire Pumps,UA-UC,Medium,Medium,Yellow,Opex,18,
4PL - Headcount,4PL,B.12,Review of Fire Safety System,"Is there any leakage in the hydrant, Flanges, valve assembly and joints?",,"Leakages were  observed in the hydrant, Flanges, valve assembly, and joints .",Water discharge Pressure will drop if leakage is not arrested,"All hydrant,  flanges and valve should be leakage free.",Fire Hydrant,UA-UC,Medium,Medium,Yellow,Opex,18,
4PL - Headcount,4PL,B.13,Review of Fire Safety System,What is the capacity of fire water storage tank? Is it as per Fire NOC condition?,,capacity of fire water storage tank is not displayed  as per Fire NOC condition?,"Non-compliance with Fire NOC requirements
- Negative impact during audits and inspections","Display clear signage indicating tank capacity (in KL/Liters) near the tank
- Ensure visibility and durability of signage",Fire Pumps,UA-UC,Medium,Medium,Yellow,Opex,18,
4PL - Headcount,4PL,B.14,Review of Fire Safety System,Provision of secondary containment for diesel storage tank?,,Provision of secondary containment for diesel storage tank is not provided,"Risk of diesel spillage leading to fire hazard
- Environmental contamination (soil & groundwater pollution)",Provide proper secondary containment (dyke wall) with adequate capacity (minimum 110% of tank volume),Fire Pumps,UA-UC,Medium,Medium,Yellow,Opex,18,
4PL - Headcount,4PL,B.15,Review of Fire Safety System,Is Beam detector installed in the facility?,,Beam detectors not installed in the facility,It will be difficult to detect the smoke automatically inside the warehouse area,Beam detectors should be installed in the warehouse,Beam Detector,UA-UC,Medium,Medium,Red,Capex,81,
4PL - Headcount,4PL,B.16,Review of Fire Safety System,Is MCP is installed in the facility?,,MCP not installed in the facility,A person may not be able to give timely alarm to other team members at time of emergency,MCP should be installed in the facility,MCP,UA-UC,High,Medium,Red,Capex,108,MCP - Manual Call Point
